Date,INFY.NS,TCS.NS,VEDL.NS,WIPRO.NS
2014-04-22,393.83123779296875,1110.5250244140625,193.64999389648438,198.956298828125
2014-04-23,396.58123779296875,1106.875,192.5500030517578,196.76254272460938
2014-04-24,396.58123779296875,1106.875,192.5500030517578,196.76254272460938
2014-04-25,396.95001220703125,1102.625,193.5500030517578,194.7187957763672
2014-04-28,397.2562561035156,1095.675048828125,193.14999389648438,198.6000518798828
2014-04-29,397.21875,1097.125,190.60000610351562,196.800048828125
2014-04-30,397.6000061035156,1094.5999755859375,185.35000610351562,195.8813018798828
2014-05-02,402.4624938964844,1104.2249755859375,180.5500030517578,198.1875457763672
2014-05-05,397.11248779296875,1106.8499755859375,180.39999389648438,195.2812957763672
2014-05-06,395.64373779296875,1099.449951171875,180.0500030517578,193.0688018798828
2014-05-07,383.41876220703125,1082.7750244140625,178.75,189.7875518798828
2014-05-08,383.1625061035156,1081.0250244140625,180.0,191.60629272460938
2014-05-09,388.9312438964844,1079.949951171875,183.39999389648438,192.73129272460938
2014-05-12,396.88751220703125,1079.675048828125,189.5,191.98129272460938
2014-05-13,408.15625,1105.4749755859375,192.9499969482422,198.45004272460938
2014-05-14,406.76251220703125,1108.050048828125,197.14999389648438,196.706298828125
2014-05-15,409.0562438964844,1096.574951171875,193.60000610351562,193.6875457763672
2014-05-16,397.1937561035156,1080.375,214.9499969482422,188.550048828125
2014-05-19,376.8812561035156,1018.3499755859375,227.75,180.768798828125
2014-05-20,390.2749938964844,1034.0999755859375,245.75,185.49378967285156
2014-05-21,394.63751220703125,1041.425048828125,249.1999969482422,184.9125518798828
2014-05-22,389.23748779296875,1055.9749755859375,259.04998779296875,181.3125457763672
2014-05-23,383.6937561035156,1063.949951171875,268.3500061035156,183.7500457763672
2014-05-26,386.85626220703125,1077.0,279.20001220703125,189.7500457763672
2014-05-27,391.7562561035156,1065.7249755859375,276.6000061035156,190.57504272460938
2014-05-28,396.6625061035156,1075.2750244140625,276.45001220703125,192.8437957763672
2014-05-29,365.5625,1079.9749755859375,275.5,187.425048828125
2014-05-30,367.42498779296875,1070.675048828125,280.45001220703125,189.82504272460938
2014-06-02,374.14373779296875,1064.925048828125,280.0,187.1625518798828
2014-06-03,377.1499938964844,1064.300048828125,297.95001220703125,185.32504272460938
2014-06-04,373.0625,1044.625,295.29998779296875,184.518798828125
2014-06-05,380.14373779296875,1052.074951171875,314.5,187.85629272460938
2014-06-06,375.3812561035156,1042.125,306.6000061035156,190.93128967285156
2014-06-09,373.3062438964844,1056.9000244140625,307.8999938964844,191.9062957763672
2014-06-10,384.39373779296875,1079.074951171875,300.5,196.8750457763672
2014-06-11,399.16876220703125,1103.4749755859375,294.79998779296875,197.88754272460938
2014-06-12,396.8812561035156,1118.675048828125,292.5,199.55630493164062
2014-06-13,398.375,1106.7750244140625,289.6000061035156,198.90005493164062
2014-06-16,405.51873779296875,1134.875,290.1000061035156,201.0375518798828
2014-06-17,405.85626220703125,1139.925048828125,297.29998779296875,201.0375518798828
2014-06-18,405.0625,1113.5250244140625,297.45001220703125,198.9375457763672
2014-06-19,413.98748779296875,1138.0250244140625,295.04998779296875,201.45004272460938
2014-06-20,414.57501220703125,1146.199951171875,291.8500061035156,201.300048828125
2014-06-23,404.0687561035156,1134.425048828125,296.8500061035156,199.27505493164062
2014-06-24,400.4750061035156,1154.5250244140625,298.6499938964844,199.237548828125
2014-06-25,401.40625,1155.2750244140625,296.3999938964844,198.43130493164062
2014-06-26,397.8125,1153.824951171875,294.20001220703125,200.79379272460938
2014-06-27,402.92498779296875,1199.7750244140625,289.3500061035156,204.73130798339844
2014-06-30,406.9437561035156,1212.699951171875,292.3500061035156,204.90005493164062
2014-07-01,402.6312561035156,1195.375,296.20001220703125,201.82504272460938
2014-07-02,401.9125061035156,1200.800048828125,310.1000061035156,202.8188018798828
2014-07-03,401.3374938964844,1208.949951171875,310.6000061035156,208.3125457763672
2014-07-04,405.7437438964844,1205.25,305.0,205.0312957763672
2014-07-07,418.1812438964844,1244.2750244140625,307.6499938964844,209.1000518798828
2014-07-08,417.76873779296875,1224.7249755859375,296.29998779296875,206.1562957763672
2014-07-09,413.79376220703125,1199.074951171875,294.3999938964844,204.487548828125
2014-07-10,411.5874938964844,1175.9000244140625,294.3999938964844,204.2812957763672
2014-07-11,415.83123779296875,1197.2249755859375,292.45001220703125,207.3188018798828
2014-07-14,403.15625,1213.125,289.04998779296875,202.050048828125
2014-07-15,403.20623779296875,1199.6500244140625,288.5,200.9438018798828
2014-07-16,403.70001220703125,1200.925048828125,296.75,200.737548828125
2014-07-17,404.9125061035156,1190.9749755859375,302.20001220703125,201.5063018798828
2014-07-18,406.4437561035156,1220.5999755859375,298.79998779296875,205.143798828125
2014-07-21,400.0874938964844,1231.875,295.04998779296875,204.35630798339844
2014-07-22,404.2124938964844,1266.199951171875,297.25,209.5312957763672
2014-07-23,418.6812438964844,1293.074951171875,295.6000061035156,214.08755493164062
2014-07-24,422.78125,1297.5999755859375,298.1499938964844,216.3188018798828
2014-07-25,419.0249938964844,1302.875,292.29998779296875,206.643798828125
2014-07-28,421.38751220703125,1294.6500244140625,290.1499938964844,208.893798828125
2014-07-30,421.5249938964844,1297.5250244140625,291.95001220703125,206.5312957763672
2014-07-31,420.95623779296875,1290.0250244140625,290.25,204.15005493164062
2014-08-01,417.6625061035156,1258.199951171875,281.8999938964844,201.0000457763672
2014-08-04,433.1937561035156,1263.0250244140625,289.54998779296875,205.74380493164062
2014-08-05,439.125,1261.8499755859375,294.8999938964844,206.081298828125
2014-08-06,446.98126220703125,1253.324951171875,288.54998779296875,206.77505493164062
2014-08-07,438.41876220703125,1234.9000244140625,284.6499938964844,207.24380493164062
2014-08-08,435.33123779296875,1239.3499755859375,267.79998779296875,205.518798828125
2014-08-11,446.6875,1234.199951171875,275.3999938964844,203.60629272460938
2014-08-12,447.1000061035156,1235.875,278.3500061035156,203.9062957763672
2014-08-13,451.04998779296875,1250.0250244140625,281.54998779296875,206.3437957763672
2014-08-14,451.5687561035156,1249.875,289.5,204.73130798339844
2014-08-18,444.9750061035156,1243.800048828125,293.20001220703125,205.36880493164062
2014-08-19,443.4750061035156,1219.25,296.8500061035156,205.27505493164062
2014-08-20,444.3187561035156,1218.0999755859375,295.0,207.05630493164062
2014-08-21,443.6187438964844,1216.2249755859375,289.8500061035156,206.68130493164062
2014-08-22,450.125,1232.0999755859375,291.70001220703125,208.85630798339844
2014-08-25,453.4750061035156,1261.0250244140625,280.04998779296875,208.2563018798828
2014-08-26,453.01873779296875,1266.9000244140625,280.8999938964844,206.58755493164062
2014-08-27,453.8187561035156,1274.9749755859375,276.3999938964844,209.456298828125
2014-08-28,449.8500061035156,1261.175048828125,277.1499938964844,211.9687957763672
2014-09-01,449.95623779296875,1268.574951171875,283.25,212.1938018798828
2014-09-02,451.71875,1268.949951171875,277.79998779296875,210.3750457763672
2014-09-03,466.78125,1303.199951171875,280.1499938964844,216.45005798339844
2014-09-04,463.59375,1292.375,278.45001220703125,216.43130493164062
2014-09-05,466.34375,1299.300048828125,281.5,218.21255493164062
2014-09-08,472.70623779296875,1321.3499755859375,284.45001220703125,222.26255798339844
2014-09-09,467.0062561035156,1315.625,281.79998779296875,220.50006103515625
2014-09-10,458.4125061035156,1300.074951171875,286.20001220703125,218.11880493164062
2014-09-11,460.51873779296875,1299.175048828125,286.6499938964844,215.2500457763672
2014-09-12,458.73748779296875,1303.800048828125,290.29998779296875,215.6250457763672
2014-09-15,455.1625061035156,1279.1500244140625,286.5,213.0937957763672
2014-09-16,456.40625,1275.425048828125,285.04998779296875,209.79380798339844
2014-09-17,467.6312561035156,1295.5999755859375,284.6000061035156,212.7563018798828
2014-09-18,462.125,1321.1500244140625,284.79998779296875,218.175048828125
2014-09-19,462.7562561035156,1357.0999755859375,284.79998779296875,220.65005493164062
2014-09-22,456.32501220703125,1360.9000244140625,283.25,218.06256103515625
2014-09-23,450.88751220703125,1344.0999755859375,280.3500061035156,218.51255798339844
2014-09-24,455.6000061035156,1321.5,281.6000061035156,222.28131103515625
2014-09-25,461.375,1354.300048828125,273.20001220703125,218.456298828125
2014-09-26,460.01873779296875,1342.0,274.95001220703125,220.7250518798828
2014-09-29,468.6312561035156,1383.9749755859375,270.6499938964844,222.3188018798828
2014-09-30,468.46875,1368.300048828125,272.5,223.800048828125
2014-10-01,480.9125061035156,1387.800048828125,270.8999938964844,230.90631103515625
2014-10-07,478.9125061035156,1365.675048828125,258.5,231.93756103515625
2014-10-08,456.26873779296875,1341.5999755859375,257.20001220703125,222.581298828125
2014-10-09,455.8500061035156,1353.0250244140625,261.8500061035156,220.21881103515625
2014-10-10,486.08123779296875,1339.25,249.75,219.26255798339844
2014-10-13,492.8187561035156,1358.2750244140625,249.85000610351562,219.206298828125
2014-10-14,489.7875061035156,1349.5999755859375,249.5500030517578,217.518798828125
2014-10-15,489.7875061035156,1349.5999755859375,249.5500030517578,217.518798828125
2014-10-16,483.1625061035156,1339.050048828125,239.14999389648438,214.987548828125
2014-10-17,481.45623779296875,1220.574951171875,232.64999389648438,212.21255493164062
2014-10-20,476.54376220703125,1211.6500244140625,237.64999389648438,208.65005493164062
2014-10-21,471.6187438964844,1216.699951171875,248.5,214.987548828125
2014-10-22,474.5062561035156,1225.925048828125,249.75,218.86880493164062
2014-10-27,475.3812561035156,1228.574951171875,249.0500030517578,208.050048828125
2014-10-28,473.53125,1239.300048828125,250.64999389648438,207.63755798339844
2014-10-29,485.1812438964844,1253.0250244140625,255.35000610351562,208.800048828125
2014-10-30,493.3187561035156,1279.0999755859375,253.0500030517578,210.0937957763672
2014-10-31,506.40625,1303.925048828125,255.9499969482422,211.38755798339844
2014-11-03,510.73748779296875,1295.175048828125,262.25,211.83755493164062
2014-11-05,515.5999755859375,1299.75,250.85000610351562,209.6250457763672
2014-11-07,520.8250122070312,1286.425048828125,246.10000610351562,207.54380798339844
2014-11-10,520.6875,1284.824951171875,245.14999389648438,209.5688018798828
2014-11-11,515.6500244140625,1290.3499755859375,244.25,208.987548828125
2014-11-12,513.25,1295.875,241.75,208.518798828125
2014-11-13,522.3250122070312,1294.2249755859375,235.5,209.550048828125
2014-11-14,523.9562377929688,1303.2249755859375,240.14999389648438,211.46255493164062
2014-11-17,527.3062744140625,1309.1500244140625,237.9499969482422,211.55630493164062
2014-11-18,522.7937622070312,1292.925048828125,246.9499969482422,212.3437957763672
2014-11-19,521.6687622070312,1286.875,240.39999389648438,211.83755493164062
2014-11-20,528.2000122070312,1302.7249755859375,234.60000610351562,214.46255493164062
2014-11-21,518.2687377929688,1311.074951171875,237.60000610351562,214.5375518798828
2014-11-24,534.3875122070312,1328.8499755859375,235.8000030517578,217.2563018798828
2014-11-25,537.9000244140625,1318.0,235.39999389648438,218.081298828125
2014-11-26,537.5562744140625,1313.6500244140625,241.10000610351562,217.425048828125
2014-11-27,545.7374877929688,1326.6500244140625,238.35000610351562,218.25006103515625
2014-11-28,544.9812622070312,1321.5,231.35000610351562,219.675048828125
2014-12-01,543.7312622070312,1346.4749755859375,226.6999969482422,222.2250518798828
2014-12-02,531.6500244140625,1328.6500244140625,229.0500030517578,221.60630798339844
2014-12-03,530.875,1317.675048828125,230.85000610351562,222.6938018798828
2014-12-04,525.4500122070312,1318.9749755859375,237.14999389648438,222.26255798339844
2014-12-05,517.5750122070312,1289.4749755859375,241.75,217.0688018798828
2014-12-08,492.5375061035156,1256.4000244140625,232.75,213.1313018798828
2014-12-09,491.20001220703125,1257.425048828125,220.75,208.83755493164062
2014-12-10,490.9375,1253.949951171875,222.60000610351562,207.05630493164062
2014-12-11,480.26251220703125,1246.074951171875,221.9499969482422,204.862548828125
2014-12-12,484.6625061035156,1225.3499755859375,215.89999389648438,203.68130493164062
2014-12-15,481.20001220703125,1179.324951171875,209.89999389648438,203.081298828125
2014-12-16,484.5,1221.5250244140625,193.60000610351562,201.2812957763672
2014-12-17,484.625,1222.050048828125,200.89999389648438,200.68130493164062
2014-12-18,491.4750061035156,1230.3499755859375,203.75,201.73129272460938
2014-12-19,499.6625061035156,1255.2750244140625,208.25,206.456298828125
2014-12-22,499.8999938964844,1256.699951171875,210.85000610351562,208.18130493164062
2014-12-23,492.9125061035156,1258.3499755859375,204.25,207.15005493164062
2014-12-24,482.63751220703125,1239.949951171875,205.35000610351562,204.5625457763672
2014-12-26,488.0625,1252.5,207.5,205.27505493164062
2014-12-29,489.45001220703125,1261.449951171875,215.3000030517578,206.30630493164062
2014-12-30,491.5874938964844,1265.0250244140625,212.35000610351562,207.206298828125
2014-12-31,493.13751220703125,1279.125,214.5,208.20005798339844
2015-01-01,493.6000061035156,1272.7750244140625,219.25,207.15005493164062
2015-01-02,503.29998779296875,1289.7249755859375,222.3000030517578,208.987548828125
2015-01-05,498.9750061035156,1270.125,219.8000030517578,209.362548828125
2015-01-06,488.54998779296875,1223.300048828125,209.0500030517578,204.4687957763672
2015-01-07,490.88751220703125,1208.8499755859375,209.0,202.9125518798828
2015-01-08,493.36248779296875,1221.9000244140625,210.5,204.3750457763672
2015-01-09,518.6124877929688,1256.1500244140625,207.8000030517578,207.5625457763672
2015-01-12,528.9874877929688,1254.8499755859375,206.25,208.518798828125
2015-01-13,522.2249755859375,1248.949951171875,204.60000610351562,211.3125457763672
2015-01-14,532.1624755859375,1260.9749755859375,188.10000610351562,206.98130798339844
2015-01-15,533.5625,1269.550048828125,189.6999969482422,209.8125457763672
2015-01-16,529.5750122070312,1266.074951171875,193.25,208.143798828125
2015-01-19,525.625,1255.5,193.14999389648438,219.07505798339844
2015-01-20,531.0499877929688,1250.2249755859375,204.14999389648438,221.40005493164062
2015-01-21,542.4749755859375,1256.9000244140625,199.64999389648438,220.76255798339844
2015-01-22,549.1124877929688,1256.7750244140625,201.10000610351562,222.956298828125
2015-01-23,553.7625122070312,1251.800048828125,205.39999389648438,225.675048828125
2015-01-27,534.125,1251.0250244140625,207.3000030517578,224.456298828125
2015-01-28,536.1375122070312,1269.800048828125,201.14999389648438,227.71881103515625
2015-01-29,536.375,1272.324951171875,201.4499969482422,226.01255798339844
2015-01-30,535.4749755859375,1241.0250244140625,201.9499969482422,227.456298828125
2015-02-02,534.2125244140625,1257.0999755859375,198.1999969482422,234.4125518798828
2015-02-03,530.2249755859375,1279.125,210.6999969482422,233.08131408691406
2015-02-04,535.7125244140625,1257.1500244140625,216.60000610351562,232.20005798339844
2015-02-05,548.4500122070312,1276.199951171875,207.8000030517578,239.34381103515625
2015-02-06,557.625,1287.875,210.60000610351562,241.21881103515625
2015-02-09,562.2249755859375,1256.449951171875,200.8000030517578,242.92506408691406
2015-02-10,569.5750122070312,1220.574951171875,206.35000610351562,240.97506713867188
2015-02-11,571.2125244140625,1229.949951171875,208.25,239.40005493164062
2015-02-12,577.7999877929688,1231.074951171875,212.64999389648438,242.55006408691406
2015-02-13,574.0250244140625,1269.375,212.1999969482422,247.76255798339844
2015-02-16,569.6875,1292.4000244140625,211.5500030517578,248.06256103515625
2015-02-18,574.125,1317.824951171875,205.1999969482422,250.87506103515625
2015-02-19,581.1749877929688,1340.5250244140625,219.0500030517578,247.31256103515625
2015-02-20,570.7750244140625,1337.7750244140625,217.3000030517578,243.75006103515625
2015-02-23,566.4000244140625,1348.324951171875,219.5500030517578,243.65631103515625
2015-02-24,568.2000122070312,1352.375,211.35000610351562,244.87506103515625
2015-02-25,579.4000244140625,1336.0999755859375,210.75,248.92506408691406
2015-02-26,564.5250244140625,1328.2249755859375,208.25,246.71255493164062
2015-02-27,566.4375,1331.175048828125,217.1999969482422,245.36256408691406
2015-03-02,572.9249877929688,1334.699951171875,218.1999969482422,249.18756103515625
2015-03-03,574.4625244140625,1388.0,222.0500030517578,252.16880798339844
2015-03-04,568.6624755859375,1373.0,212.39999389648438,247.31256103515625
2015-03-05,561.9000244140625,1348.2249755859375,210.14999389648438,250.42506408691406
2015-03-09,547.5125122070312,1323.4000244140625,199.10000610351562,247.53756713867188
2015-03-10,549.5,1321.3499755859375,197.60000610351562,245.36256408691406
2015-03-11,545.5499877929688,1303.2750244140625,192.6999969482422,245.53131103515625
2015-03-12,554.5750122070312,1309.5250244140625,200.60000610351562,245.73756408691406
2015-03-13,555.0999755859375,1291.175048828125,195.89999389648438,239.71881103515625
2015-03-16,566.6624755859375,1281.1500244140625,185.5,242.34381103515625
2015-03-17,560.125,1291.8499755859375,192.89999389648438,241.27505493164062
2015-03-18,557.375,1279.675048828125,193.9499969482422,236.77505493164062
2015-03-19,557.6124877929688,1298.125,191.5,238.14381408691406
2015-03-20,564.3624877929688,1305.4749755859375,187.85000610351562,244.74380493164062
2015-03-23,558.3624877929688,1308.574951171875,190.9499969482422,241.91256713867188
2015-03-24,552.8624877929688,1295.6500244140625,193.85000610351562,244.59381103515625
2015-03-25,554.7750244140625,1286.875,196.8000030517578,247.91256713867188
2015-03-26,536.5875244140625,1256.550048828125,188.3000030517578,236.96255493164062
2015-03-27,550.5374755859375,1257.4000244140625,188.39999389648438,229.55630493164062
2015-03-30,557.0,1282.074951171875,189.14999389648438,233.77505493164062
2015-03-31,554.5875244140625,1276.9749755859375,189.5,235.8188018798828
2015-04-01,543.4874877929688,1271.324951171875,190.14999389648438,237.45005798339844
2015-04-06,544.5499877929688,1273.6500244140625,191.5,232.93130493164062
2015-04-07,539.875,1292.5,197.75,230.64381408691406
2015-04-08,550.1375122070312,1320.699951171875,193.60000610351562,231.11256408691406
2015-04-09,553.75,1332.2750244140625,194.64999389648438,231.43130493164062
2015-04-10,558.4874877929688,1326.875,202.35000610351562,231.63755798339844
2015-04-13,559.7000122070312,1327.75,200.5500030517578,234.07505798339844
2015-04-15,553.4249877929688,1313.875,206.25,227.49380493164062
2015-04-16,548.6624755859375,1291.4000244140625,204.10000610351562,225.73130798339844
2015-04-17,544.8125,1237.425048828125,211.25,220.0688018798828
2015-04-20,533.0374755859375,1214.4000244140625,207.89999389648438,215.77505493164062
2015-04-21,535.6500244140625,1213.5250244140625,211.10000610351562,216.80630493164062
2015-04-22,534.4249877929688,1222.550048828125,211.0,204.206298828125
2015-04-23,530.5,1228.625,211.5,200.3437957763672
2015-04-24,498.79998779296875,1246.5250244140625,204.89999389648438,196.20004272460938
2015-04-27,496.1625061035156,1250.0999755859375,210.0,200.175048828125
2015-04-28,490.2250061035156,1247.5,211.89999389648438,199.5937957763672
2015-04-29,490.2875061035156,1243.6500244140625,207.0500030517578,203.11880493164062
2015-04-30,485.5625,1231.8499755859375,209.85000610351562,201.9750518798828
2015-05-04,498.2749938964844,1240.7750244140625,212.39999389648438,202.93130493164062
2015-05-05,490.6875,1258.925048828125,226.6999969482422,204.33755493164062
2015-05-06,480.51251220703125,1231.5250244140625,220.14999389648438,199.6313018798828
2015-05-07,486.0,1272.625,218.14999389648438,201.80630493164062
2015-05-08,489.48748779296875,1263.625,217.9499969482422,202.6875457763672
2015-05-11,498.4125061035156,1278.0,230.3000030517578,203.0625457763672
2015-05-12,486.7749938964844,1261.449951171875,218.25,200.1938018798828
2015-05-13,489.17498779296875,1257.699951171875,218.14999389648438,203.3437957763672
2015-05-14,483.70001220703125,1249.625,214.75,201.1875457763672
2015-05-15,490.4375,1255.574951171875,210.35000610351562,201.91879272460938
2015-05-18,498.26251220703125,1260.199951171875,211.14999389648438,204.0937957763672
2015-05-19,505.5874938964844,1256.3499755859375,215.0500030517578,207.2250518798828
2015-05-20,511.82501220703125,1278.5250244140625,216.0500030517578,211.5000457763672
2015-05-21,512.1124877929688,1277.75,209.0,211.5937957763672
2015-05-22,511.61248779296875,1308.949951171875,206.1999969482422,210.1875457763672
2015-05-25,504.20001220703125,1300.5,199.39999389648438,211.1625518798828
2015-05-26,501.82501220703125,1304.425048828125,195.10000610351562,209.3437957763672
2015-05-27,492.125,1307.625,191.60000610351562,207.1313018798828
2015-05-28,504.1499938964844,1304.75,196.75,207.956298828125
2015-05-29,505.7875061035156,1305.1500244140625,196.4499969482422,210.63755798339844
2015-06-01,511.95001220703125,1308.875,197.6999969482422,211.331298828125
2015-06-02,502.1625061035156,1299.949951171875,194.75,205.800048828125
2015-06-03,505.2250061035156,1305.449951171875,188.3000030517578,204.6000518798828
2015-06-04,507.01251220703125,1302.824951171875,184.1999969482422,207.26255798339844
2015-06-05,502.9125061035156,1287.925048828125,182.8000030517578,208.425048828125
2015-06-08,500.01251220703125,1288.7249755859375,177.0500030517578,208.1250457763672
2015-06-09,498.0249938964844,1280.824951171875,182.5500030517578,203.831298828125
2015-06-10,506.625,1300.375,185.0,211.0312957763672
2015-06-11,499.4125061035156,1285.6500244140625,188.0,204.768798828125
2015-06-12,493.76251220703125,1252.9000244140625,183.8000030517578,201.5063018798828
2015-06-15,495.2250061035156,1252.4000244140625,181.35000610351562,202.83755493164062
2015-06-16,499.67498779296875,1256.0,178.5,202.612548828125
2015-06-17,497.8500061035156,1256.9000244140625,172.64999389648438,204.956298828125
2015-06-18,500.9750061035156,1265.0250244140625,173.1999969482422,208.5375518798828
2015-06-19,497.67498779296875,1274.7750244140625,174.85000610351562,210.581298828125
2015-06-22,511.92498779296875,1295.75,176.5500030517578,210.07505798339844
2015-06-23,500.20001220703125,1287.300048828125,176.4499969482422,209.02505493164062
2015-06-24,497.54998779296875,1285.1500244140625,176.10000610351562,212.02505493164062
2015-06-25,495.2250061035156,1275.0,179.60000610351562,207.05630493164062
2015-06-26,502.625,1296.4000244140625,174.85000610351562,209.49380493164062
2015-06-29,495.07501220703125,1296.449951171875,172.6999969482422,207.15005493164062
2015-06-30,492.17498779296875,1275.4749755859375,174.14999389648438,205.01255798339844
2015-07-01,498.70001220703125,1296.550048828125,176.0,207.2812957763672
2015-07-02,494.0,1288.875,173.5500030517578,208.4062957763672
2015-07-03,495.1499938964844,1301.949951171875,170.5500030517578,206.081298828125
2015-07-06,491.6499938964844,1316.6500244140625,163.39999389648438,206.268798828125
2015-07-07,490.25,1308.125,158.5500030517578,207.675048828125
2015-07-08,478.75,1297.550048828125,145.6999969482422,207.2812957763672
2015-07-09,469.0,1261.25,138.89999389648438,204.33755493164062
2015-07-10,468.75,1237.175048828125,146.1999969482422,205.74380493164062
2015-07-13,475.07501220703125,1254.7750244140625,147.5500030517578,209.86880493164062
